item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr,declaration_date,year_month,hs_clean,hs2,hs6,is_reexport,trade_type,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,partner_country_code,active_cr,hs_desc
2020-2601-4-10761-1,2020-2601-4-10761,2020,2601,Dry Port - Hidd,IM,4,10761,12001,11/24/2020,6109100000,Cotton t-shirts,US,US,AE,AE,BH,BH,NMB,35.0,13.55,CIF,178.32,1.85,474.25,237.14,283.37,Released,4,1,2601,525,,,CR_HASH_029,CR_HASH_004,,2020-11-24,2020-11,610910000000,61,610910,False,Import,178.32,474.25,1.85,237.14,283.37,US,CR_HASH_004,Cotton t-shirts
2020-2601-5-10762-1,2020-2601-5-10762,2020,2601,Dry Port - Hidd,EX,5,10762,22091,3/26/2020,8504400090,Static converters,BH,BH,BH,BH,AE,AE,NMB,117.0,183.23,CIF,8060.65,2.61,21437.91,369.27,398.14,Released,4,1,2601,847,,,CR_HASH_056,,CR_HASH_015,2020-03-26,2020-03,850440009000,85,850440,True,Re-export,8060.65,21437.91,2.61,369.27,398.14,AE,CR_HASH_015,Static converters
2020-2701-7-10763-1,2020-2701-7-10763,2020,2701,Khalifa Bin Salman Port,IM,7,10763,21320,12/26/2020,102211000,"Live cattle, pure-bred breeding",US,US,AE,AE,BH,BH,NMB,168.0,1544.92,CIF,97589.51,3.89,259546.56,1207.56,1358.33,Released,5,8,2701,875,,,CR_HASH_222,CR_HASH_026,,2020-12-26,2020-12,102211000000,10,102211,False,Import,97589.51,259546.56,3.89,1207.56,1358.33,US,CR_HASH_026,"Live cattle, pure-bred breeding"
2020-2801-1-10764-1,2020-2801-1-10764,2020,2801,King Fahd Causeway,IM,1,10764,64985,5/7/2020,1006301000,Long-grain milled rice,DE,DE,DE,DE,BH,BH,KGM,3723.54,0.87,EXW,1218.04,4.41,3239.48,3723.54,4229.74,Released,4,6,2801,221,,,CR_HASH_166,CR_HASH_020,,2020-05-07,2020-05,100630100000,10,100630,False,Import,1218.04,3239.48,4.41,3723.54,4229.74,DE,CR_HASH_020,Long-grain milled rice
2020-2601-2-10765-1,2020-2601-2-10765,2020,2601,Dry Port - Hidd,IM,2,10765,42639,7/4/2020,102211000,"Live cattle, pure-bred breeding",US,US,US,US,BH,BH,NMB,140.0,1024.58,FOB,53933.89,2.79,143441.2,1119.01,1294.53,Released,9,2,2601,475,,,CR_HASH_020,CR_HASH_042,,2020-07-04,2020-07,102211000000,10,102211,False,Import,53933.89,143441.2,2.79,1119.01,1294.53,US,CR_HASH_042,"Live cattle, pure-bred breeding"
2020-2801-7-10766-1,2020-2801-7-10766,2020,2801,King Fahd Causeway,IM,7,10766,89972,11/25/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,CN,CN,BH,BH,NMB,174.0,16608.37,EXW,1086586.0,4.3,2889856.38,339.05,374.87,Released,7,6,2801,643,,,CR_HASH_056,CR_HASH_010,,2020-11-25,2020-11,870322100000,87,870322,False,Import,1086586.0,2889856.38,4.3,339.05,374.87,CN,CR_HASH_010,Passenger cars 1000-1500cc
2020-2601-2-10767-1,2020-2601-2-10767,2020,2601,Dry Port - Hidd,EX,2,10767,79027,1/3/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,US,US,NMB,186.0,9.85,CIF,688.87,4.79,1832.1,1092.6,1273.76,Released,4,9,2601,853,,,CR_HASH_118,,CR_HASH_048,2020-01-03,2020-01,610910000000,61,610910,True,Re-export,688.87,1832.1,4.79,1092.6,1273.76,US,CR_HASH_048,Cotton t-shirts
2020-2701-1-10768-1,2020-2701-1-10768,2020,2701,Khalifa Bin Salman Port,IM,1,10768,71224,6/20/2020,8703221000,Passenger cars 1000-1500cc,US,US,US,US,BH,BH,NMB,133.0,21569.45,EXW,1078645.06,3.47,2868736.85,807.16,904.62,Released,2,7,2701,905,,,CR_HASH_090,CR_HASH_027,,2020-06-20,2020-06,870322100000,87,870322,False,Import,1078645.06,2868736.85,3.47,807.16,904.62,US,CR_HASH_027,Passenger cars 1000-1500cc
2020-2601-8-10769-1,2020-2601-8-10769,2020,2601,Dry Port - Hidd,EX,8,10769,12296,9/16/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,CN,CN,NMB,108.0,8865.56,FOB,360012.66,4.94,957480.48,231.35,270.41,Released,3,8,2601,117,,,CR_HASH_091,,CR_HASH_022,2020-09-16,2020-09,870322100000,87,870322,True,Re-export,360012.66,957480.48,4.94,231.35,270.41,CN,CR_HASH_022,Passenger cars 1000-1500cc
2020-2501-1-10770-1,2020-2501-1-10770,2020,2501,Bahrain International Airport,IM,1,10770,65286,7/20/2020,102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,59.0,2118.9,EXW,47005.68,4.18,125015.1,36.12,41.62,Released,4,7,2501,159,,,CR_HASH_181,CR_HASH_025,,2020-07-20,2020-07,102211000000,10,102211,False,Import,47005.68,125015.1,4.18,36.12,41.62,CN,CR_HASH_025,"Live cattle, pure-bred breeding"
2020-2501-6-10771-1,2020-2501-6-10771,2020,2501,Bahrain International Airport,IM,6,10771,63309,4/22/2020,9018390000,Medical syringes and needles,EG,EG,IN,IN,BH,BH,NMB,120.0,0.11,FOB,4.96,0.74,13.2,578.66,656.88,Released,4,6,2501,909,,,CR_HASH_169,CR_HASH_032,,2020-04-22,2020-04,901839000000,90,901839,False,Import,4.96,13.2,0.74,578.66,656.88,EG,CR_HASH_032,Medical syringes and needles
2020-2801-6-10772-1,2020-2801-6-10772,2020,2801,King Fahd Causeway,IM,6,10772,68246,9/13/2020,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,187.0,2.25,FOB,158.2,2.78,420.75,1190.3,1369.77,Released,7,1,2801,246,,,CR_HASH_039,CR_HASH_049,,2020-09-13,2020-09,392330100000,39,392330,False,Import,158.2,420.75,2.78,1190.3,1369.77,CN,CR_HASH_049,Plastic bottles for packaging
2020-2701-5-10773-1,2020-2701-5-10773,2020,2701,Khalifa Bin Salman Port,IM,5,10773,48142,2/17/2020,2710192100,Gas oils for diesel engines,CN,CN,CN,CN,BH,BH,LTR,19330.56,0.72,FOB,5233.17,3.27,13918.0,15160.98,16346.14,Released,4,5,2701,517,,,CR_HASH_078,CR_HASH_003,,2020-02-17,2020-02,271019210000,27,271019,False,Import,5233.17,13918.0,3.27,15160.98,16346.14,CN,CR_HASH_003,Gas oils for diesel engines
2020-2701-8-10774-1,2020-2701-8-10774,2020,2701,Khalifa Bin Salman Port,IM,8,10774,99662,2/10/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,3093.09,0.4,CIF,465.2,4.61,1237.24,3093.09,3385.88,Released,5,9,2701,952,,,CR_HASH_107,CR_HASH_026,,2020-02-10,2020-02,100630100000,10,100630,False,Import,465.2,1237.24,4.61,3093.09,3385.88,CN,CR_HASH_026,Long-grain milled rice
2020-2501-3-10775-1,2020-2501-3-10775,2020,2501,Bahrain International Airport,IM,3,10775,92612,6/3/2020,8703221000,Passenger cars 1000-1500cc,AE,AE,AE,AE,BH,BH,NMB,76.0,24786.78,CIF,708307.03,2.64,1883795.28,521.27,553.89,Released,9,3,2501,810,,,CR_HASH_057,CR_HASH_003,,2020-06-03,2020-06,870322100000,87,870322,False,Import,708307.03,1883795.28,2.64,521.27,553.89,AE,CR_HASH_003,Passenger cars 1000-1500cc
2020-2501-1-10776-1,2020-2501-1-10776,2020,2501,Bahrain International Airport,IM,1,10776,11457,4/16/2020,2710192100,Gas oils for diesel engines,TR,TR,TR,TR,BH,BH,LTR,15714.69,0.77,FOB,4549.72,1.63,12100.31,14844.81,17060.72,Released,5,8,2501,186,,,CR_HASH_099,CR_HASH_007,,2020-04-16,2020-04,271019210000,27,271019,False,Import,4549.72,12100.31,1.63,14844.81,17060.72,TR,CR_HASH_007,Gas oils for diesel engines
2020-2801-2-10777-1,2020-2801-2-10777,2020,2801,King Fahd Causeway,IM,2,10777,50273,5/20/2020,2710192100,Gas oils for diesel engines,SA,SA,SA,SA,BH,BH,LTR,5476.36,0.05,FOB,102.96,1.39,273.82,4542.83,4815.49,Held,9,2,2801,975,,,CR_HASH_123,CR_HASH_024,,2020-05-20,2020-05,271019210000,27,271019,False,Import,102.96,273.82,1.39,4542.83,4815.49,SA,CR_HASH_024,Gas oils for diesel engines
2020-2501-4-10778-1,2020-2501-4-10778,2020,2501,Bahrain International Airport,IM,4,10778,32789,4/5/2020,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,169.0,87.52,EXW,5561.37,4.78,14790.88,1343.75,1539.21,Released,6,4,2501,830,,,CR_HASH_161,CR_HASH_048,,2020-04-05,2020-04,850440009000,85,850440,False,Import,5561.37,14790.88,4.78,1343.75,1539.21,CN,CR_HASH_048,Static converters
2020-2801-8-10779-1,2020-2801-8-10779,2020,2801,King Fahd Causeway,EX,8,10779,65489,11/25/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,US,US,LTR,14072.18,0.89,EXW,4709.11,3.9,12524.24,10701.15,11510.75,Released,4,6,2801,922,,,CR_HASH_086,,CR_HASH_039,2020-11-25,2020-11,271019210000,27,271019,True,Re-export,4709.11,12524.24,3.9,10701.15,11510.75,US,CR_HASH_039,Gas oils for diesel engines
2020-2601-1-10780-1,2020-2601-1-10780,2020,2601,Dry Port - Hidd,EX,1,10780,72910,2/1/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,CN,CN,NMB,156.0,15987.53,CIF,937764.56,3.44,2494054.68,554.69,658.9,Released,6,5,2601,955,,,CR_HASH_117,,CR_HASH_009,2020-02-01,2020-02,870322100000,87,870322,True,Re-export,937764.56,2494054.68,3.44,554.69,658.9,CN,CR_HASH_009,Passenger cars 1000-1500cc
2020-2801-6-10781-1,2020-2801-6-10781,2020,2801,King Fahd Causeway,EX,6,10781,19851,4/15/2020,8504400090,Static converters,BH,BH,BH,BH,US,US,NMB,34.0,135.69,EXW,1734.66,3.63,4613.46,262.35,301.14,Released,9,1,2801,842,,,CR_HASH_005,,CR_HASH_006,2020-04-15,2020-04,850440009000,85,850440,True,Re-export,1734.66,4613.46,3.63,262.35,301.14,US,CR_HASH_006,Static converters
2020-2601-7-10782-1,2020-2601-7-10782,2020,2601,Dry Port - Hidd,EX,7,10782,32367,5/6/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,IN,IN,NMB,32.0,1392.18,FOB,16750.71,1.22,44549.76,140.44,167.62,Pending,7,7,2601,318,,,CR_HASH_130,,CR_HASH_046,2020-05-06,2020-05,102211000000,10,102211,True,Re-export,16750.71,44549.76,1.22,140.44,167.62,IN,CR_HASH_046,"Live cattle, pure-bred breeding"
2020-2801-3-10783-1,2020-2801-3-10783,2020,2801,King Fahd Causeway,IM,3,10783,79227,10/26/2020,8703221000,Passenger cars 1000-1500cc,JP,JP,JP,JP,BH,BH,NMB,13.0,16127.67,FOB,78832.05,2.27,209659.71,97.0,102.31,Pending,5,1,2801,925,,,CR_HASH_099,CR_HASH_008,,2020-10-26,2020-10,870322100000,87,870322,False,Import,78832.05,209659.71,2.27,97.0,102.31,JP,CR_HASH_008,Passenger cars 1000-1500cc
2020-2501-8-10784-1,2020-2501-8-10784,2020,2501,Bahrain International Airport,IM,8,10784,84828,10/21/2020,1006301000,Long-grain milled rice,AE,AE,AE,AE,BH,BH,KGM,2641.11,1.29,EXW,1281.04,4.7,3407.03,2641.11,2842.26,Released,5,6,2501,561,,,CR_HASH_084,CR_HASH_036,,2020-10-21,2020-10,100630100000,10,100630,False,Import,1281.04,3407.03,4.7,2641.11,2842.26,AE,CR_HASH_036,Long-grain milled rice
2020-2701-4-10785-1,2020-2701-4-10785,2020,2701,Khalifa Bin Salman Port,EX,4,10785,79898,7/7/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,US,US,LTR,16450.34,0.91,EXW,5628.65,2.79,14969.81,13197.9,14029.76,Released,7,5,2701,255,,,CR_HASH_100,,CR_HASH_011,2020-07-07,2020-07,271019210000,27,271019,True,Re-export,5628.65,14969.81,2.79,13197.9,14029.76,US,CR_HASH_011,Gas oils for diesel engines
2020-2601-7-10786-1,2020-2601-7-10786,2020,2601,Dry Port - Hidd,IM,7,10786,44280,6/6/2020,8517120000,Cellular telephones,AE,AE,AE,AE,BH,BH,NMB,122.0,1169.26,EXW,53636.29,2.55,142649.72,800.25,914.24,Held,3,3,2601,524,,,CR_HASH_246,CR_HASH_021,,2020-06-06,2020-06,851712000000,85,851712,False,Import,53636.29,142649.72,2.55,800.25,914.24,AE,CR_HASH_021,Cellular telephones
2020-2501-3-10787-1,2020-2501-3-10787,2020,2501,Bahrain International Airport,EX,3,10787,43602,1/28/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,IN,IN,NMB,45.0,0.39,EXW,6.6,4.77,17.55,168.25,179.66,Pending,9,7,2501,633,,,CR_HASH_183,,CR_HASH_025,2020-01-28,2020-01,901839000000,90,901839,True,Re-export,6.6,17.55,4.77,168.25,179.66,IN,CR_HASH_025,Medical syringes and needles
2020-2801-2-10788-1,2020-2801-2-10788,2020,2801,King Fahd Causeway,IM,2,10788,91874,3/15/2020,8517120000,Cellular telephones,US,US,US,US,BH,BH,NMB,176.0,256.11,FOB,16948.34,2.48,45075.36,982.14,1172.61,Released,9,5,2801,619,,,CR_HASH_003,CR_HASH_039,,2020-03-15,2020-03,851712000000,85,851712,False,Import,16948.34,45075.36,2.48,982.14,1172.61,US,CR_HASH_039,Cellular telephones
2020-2601-2-10789-1,2020-2601-2-10789,2020,2601,Dry Port - Hidd,EX,2,10789,99093,12/27/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,AE,AE,NMB,138.0,2.83,CIF,146.84,3.36,390.54,239.65,262.35,Released,4,1,2601,704,,,CR_HASH_060,,CR_HASH_039,2020-12-27,2020-12,610910000000,61,610910,True,Re-export,146.84,390.54,3.36,239.65,262.35,AE,CR_HASH_039,Cotton t-shirts
2020-2501-9-10790-1,2020-2501-9-10790,2020,2501,Bahrain International Airport,EX,9,10790,26992,12/20/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,IN,IN,NMB,110.0,0.19,CIF,7.86,2.74,20.9,703.55,841.84,Released,8,3,2501,338,,,CR_HASH_139,,CR_HASH_032,2020-12-20,2020-12,901839000000,90,901839,True,Re-export,7.86,20.9,2.74,703.55,841.84,IN,CR_HASH_032,Medical syringes and needles
2020-2501-5-10791-1,2020-2501-5-10791,2020,2501,Bahrain International Airport,IM,5,10791,51039,1/4/2020,8504400090,Static converters,US,US,US,US,BH,BH,NMB,66.0,209.65,CIF,5202.67,1.09,13836.9,378.44,440.47,Released,4,7,2501,597,,,CR_HASH_111,CR_HASH_036,,2020-01-04,2020-01,850440009000,85,850440,False,Import,5202.67,13836.9,1.09,378.44,440.47,US,CR_HASH_036,Static converters
2020-2501-8-10792-1,2020-2501-8-10792,2020,2501,Bahrain International Airport,IM,8,10792,81603,12/29/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,3153.3,0.72,EXW,853.66,3.91,2270.38,3153.3,3403.64,Released,5,9,2501,269,,,CR_HASH_056,CR_HASH_034,,2020-12-29,2020-12,100630100000,10,100630,False,Import,853.66,2270.38,3.91,3153.3,3403.64,CN,CR_HASH_034,Long-grain milled rice
2020-2501-5-10793-1,2020-2501-5-10793,2020,2501,Bahrain International Airport,IM,5,10793,57749,7/29/2020,8471300000,Portable laptop computers,US,US,SA,SA,BH,BH,NMB,150.0,213.11,CIF,12019.4,4.43,31966.5,1029.3,1188.51,Held,7,5,2501,365,,,CR_HASH_203,CR_HASH_028,,2020-07-29,2020-07,847130000000,84,847130,False,Import,12019.4,31966.5,4.43,1029.3,1188.51,US,CR_HASH_028,Portable laptop computers
2020-2701-8-10794-1,2020-2701-8-10794,2020,2701,Khalifa Bin Salman Port,IM,8,10794,20415,12/26/2020,8703221000,Passenger cars 1000-1500cc,IN,IN,IN,IN,BH,BH,NMB,102.0,6385.75,EXW,244906.28,3.94,651346.5,410.4,468.15,Released,4,3,2701,227,,,CR_HASH_099,CR_HASH_044,,2020-12-26,2020-12,870322100000,87,870322,False,Import,244906.28,651346.5,3.94,410.4,468.15,IN,CR_HASH_044,Passenger cars 1000-1500cc
2020-2701-7-10795-1,2020-2701-7-10795,2020,2701,Khalifa Bin Salman Port,IM,7,10795,54775,5/4/2020,8517120000,Cellular telephones,AE,AE,AE,AE,BH,BH,NMB,3.0,1178.75,EXW,1329.63,3.27,3536.25,20.18,22.51,Released,7,3,2701,205,,,CR_HASH_140,CR_HASH_023,,2020-05-04,2020-05,851712000000,85,851712,False,Import,1329.63,3536.25,3.27,20.18,22.51,AE,CR_HASH_023,Cellular telephones
2020-2701-7-10796-1,2020-2701-7-10796,2020,2701,Khalifa Bin Salman Port,IM,7,10796,11769,7/4/2020,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,4.0,516.55,EXW,776.89,3.25,2066.2,7.08,8.48,Released,7,2,2701,906,,,CR_HASH_166,CR_HASH_049,,2020-07-04,2020-07,847130000000,84,847130,False,Import,776.89,2066.2,3.25,7.08,8.48,CN,CR_HASH_049,Portable laptop computers
2020-2701-6-10797-1,2020-2701-6-10797,2020,2701,Khalifa Bin Salman Port,IM,6,10797,44056,6/24/2020,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,62.0,789.99,FOB,18416.25,4.05,48979.38,212.57,246.2,Pending,6,1,2701,560,,,CR_HASH_177,CR_HASH_033,,2020-06-24,2020-06,847130000000,84,847130,False,Import,18416.25,48979.38,4.05,212.57,246.2,US,CR_HASH_033,Portable laptop computers
2020-2801-7-10798-1,2020-2801-7-10798,2020,2801,King Fahd Causeway,EX,7,10798,99861,10/26/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,103.0,2.25,EXW,87.14,1.3,231.75,174.68,191.61,Held,6,5,2801,518,,,CR_HASH_061,,CR_HASH_013,2020-10-26,2020-10,392330100000,39,392330,True,Re-export,87.14,231.75,1.3,174.68,191.61,US,CR_HASH_013,Plastic bottles for packaging
2020-2801-7-10799-1,2020-2801-7-10799,2020,2801,King Fahd Causeway,IM,7,10799,20315,7/21/2020,1006301000,Long-grain milled rice,SA,SA,SA,SA,BH,BH,KGM,4656.04,1.39,CIF,2433.43,1.62,6471.9,4656.04,5463.84,Released,4,6,2801,819,,,CR_HASH_012,CR_HASH_032,,2020-07-21,2020-07,100630100000,10,100630,False,Import,2433.43,6471.9,1.62,4656.04,5463.84,SA,CR_HASH_032,Long-grain milled rice
2020-2801-3-10800-1,2020-2801-3-10800,2020,2801,King Fahd Causeway,IM,3,10800,76972,2/26/2020,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,89.0,424.85,CIF,14217.18,2.59,37811.65,635.64,712.86,Released,8,6,2801,637,,,CR_HASH_076,CR_HASH_020,,2020-02-26,2020-02,847130000000,84,847130,False,Import,14217.18,37811.65,2.59,635.64,712.86,CN,CR_HASH_020,Portable laptop computers
2020-2801-3-10801-1,2020-2801-3-10801,2020,2801,King Fahd Causeway,EX,3,10801,35087,4/4/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,CN,CN,NMB,197.0,0.71,EXW,52.59,2.85,139.87,143.16,154.08,Pending,9,2,2801,231,,,CR_HASH_002,,CR_HASH_046,2020-04-04,2020-04,392330100000,39,392330,True,Re-export,52.59,139.87,2.85,143.16,154.08,CN,CR_HASH_046,Plastic bottles for packaging
2020-2701-8-10802-1,2020-2701-8-10802,2020,2701,Khalifa Bin Salman Port,EX,8,10802,15521,5/15/2020,8517120000,Cellular telephones,BH,BH,BH,BH,CN,CN,NMB,39.0,1134.15,FOB,16631.18,3.13,44231.85,92.49,105.36,Released,1,3,2701,408,,,CR_HASH_077,,CR_HASH_008,2020-05-15,2020-05,851712000000,85,851712,True,Re-export,16631.18,44231.85,3.13,92.49,105.36,CN,CR_HASH_008,Cellular telephones
2020-2701-3-10803-1,2020-2701-3-10803,2020,2701,Khalifa Bin Salman Port,IM,3,10803,11396,4/17/2020,6109100000,Cotton t-shirts,US,US,US,US,BH,BH,NMB,187.0,7.06,EXW,496.4,1.69,1320.22,235.77,250.09,Released,4,9,2701,960,,,CR_HASH_161,CR_HASH_037,,2020-04-17,2020-04,610910000000,61,610910,False,Import,496.4,1320.22,1.69,235.77,250.09,US,CR_HASH_037,Cotton t-shirts
2020-2501-2-10804-1,2020-2501-2-10804,2020,2501,Bahrain International Airport,IM,2,10804,78434,12/27/2020,8517120000,Cellular telephones,SA,SA,SA,SA,BH,BH,NMB,117.0,2051.55,FOB,90251.79,1.91,240031.35,594.83,663.24,Released,2,7,2501,649,,,CR_HASH_108,CR_HASH_003,,2020-12-27,2020-12,851712000000,85,851712,False,Import,90251.79,240031.35,1.91,594.83,663.24,SA,CR_HASH_003,Cellular telephones
2020-2501-1-10805-1,2020-2501-1-10805,2020,2501,Bahrain International Airport,IM,1,10805,29299,4/30/2020,3923301000,Plastic bottles for packaging,SA,SA,AE,AE,BH,BH,NMB,69.0,0.6,FOB,15.57,3.68,41.4,160.89,188.37,Pending,4,1,2501,788,,,CR_HASH_159,CR_HASH_001,,2020-04-30,2020-04,392330100000,39,392330,False,Import,15.57,41.4,3.68,160.89,188.37,SA,CR_HASH_001,Plastic bottles for packaging
2020-2601-5-10806-1,2020-2601-5-10806,2020,2601,Dry Port - Hidd,IM,5,10806,70731,10/19/2020,102211000,"Live cattle, pure-bred breeding",SA,SA,US,US,BH,BH,NMB,91.0,1514.87,CIF,51832.79,2.26,137853.17,476.0,548.8,Released,5,7,2601,850,,,CR_HASH_068,CR_HASH_041,,2020-10-19,2020-10,102211000000,10,102211,False,Import,51832.79,137853.17,2.26,476.0,548.8,SA,CR_HASH_041,"Live cattle, pure-bred breeding"
2020-2601-2-10807-1,2020-2601-2-10807,2020,2601,Dry Port - Hidd,IM,2,10807,66722,4/19/2020,1006301000,Long-grain milled rice,SA,SA,SA,SA,BH,BH,KGM,1411.29,0.44,EXW,233.48,1.68,620.97,1411.29,1578.11,Released,9,3,2601,606,,,CR_HASH_224,CR_HASH_008,,2020-04-19,2020-04,100630100000,10,100630,False,Import,233.48,620.97,1.68,1411.29,1578.11,SA,CR_HASH_008,Long-grain milled rice
2020-2501-7-10808-1,2020-2501-7-10808,2020,2501,Bahrain International Airport,IM,7,10808,30679,1/19/2020,1006301000,Long-grain milled rice,IN,IN,JP,JP,BH,BH,KGM,1743.37,1.26,CIF,825.94,4.32,2196.65,1743.37,2064.58,Released,2,4,2501,790,,,CR_HASH_215,CR_HASH_044,,2020-01-19,2020-01,100630100000,10,100630,False,Import,825.94,2196.65,4.32,1743.37,2064.58,IN,CR_HASH_044,Long-grain milled rice
2020-2701-3-10809-1,2020-2701-3-10809,2020,2701,Khalifa Bin Salman Port,IM,3,10809,19370,1/23/2020,8471300000,Portable laptop computers,SA,SA,AE,AE,BH,BH,NMB,49.0,715.54,EXW,13183.11,1.91,35061.46,304.24,320.49,Released,7,4,2701,430,,,CR_HASH_075,CR_HASH_047,,2020-01-23,2020-01,847130000000,84,847130,False,Import,13183.11,35061.46,1.91,304.24,320.49,SA,CR_HASH_047,Portable laptop computers
2020-2801-3-10810-1,2020-2801-3-10810,2020,2801,King Fahd Causeway,IM,3,10810,68699,6/23/2020,102211000,"Live cattle, pure-bred breeding",IN,IN,US,US,BH,BH,NMB,14.0,1951.79,EXW,10274.22,4.84,27325.06,69.58,79.92,Pending,8,4,2801,639,,,CR_HASH_177,CR_HASH_047,,2020-06-23,2020-06,102211000000,10,102211,False,Import,10274.22,27325.06,4.84,69.58,79.92,IN,CR_HASH_047,"Live cattle, pure-bred breeding"
2020-2801-8-10811-1,2020-2801-8-10811,2020,2801,King Fahd Causeway,EX,8,10811,44340,8/13/2020,8517120000,Cellular telephones,BH,BH,BH,BH,SA,SA,NMB,1.0,679.72,FOB,255.57,4.64,679.72,3.27,3.58,Released,9,8,2801,423,,,CR_HASH_155,,CR_HASH_009,2020-08-13,2020-08,851712000000,85,851712,True,Re-export,255.57,679.72,4.64,3.27,3.58,SA,CR_HASH_009,Cellular telephones
2020-2601-6-10812-1,2020-2601-6-10812,2020,2601,Dry Port - Hidd,IM,6,10812,19248,2/21/2020,8504400090,Static converters,CN,CN,JP,JP,BH,BH,NMB,122.0,141.17,FOB,6475.75,4.68,17222.74,625.98,692.67,Pending,5,5,2601,508,,,CR_HASH_042,CR_HASH_046,,2020-02-21,2020-02,850440009000,85,850440,False,Import,6475.75,17222.74,4.68,625.98,692.67,CN,CR_HASH_046,Static converters
2020-2801-3-10813-1,2020-2801-3-10813,2020,2801,King Fahd Causeway,IM,3,10813,78103,6/4/2020,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,130.0,0.67,CIF,32.75,4.87,87.1,979.84,1082.27,Pending,1,9,2801,651,,,CR_HASH_240,CR_HASH_026,,2020-06-04,2020-06,392330100000,39,392330,False,Import,32.75,87.1,4.87,979.84,1082.27,CN,CR_HASH_026,Plastic bottles for packaging
2020-2501-5-10814-1,2020-2501-5-10814,2020,2501,Bahrain International Airport,,5,10814,60982,7/22/2020,2710192100,Gas oils for diesel engines,SA,SA,BH,BH,DE,DE,LTR,4754.49,0.47,EXW,840.21,3.21,2234.61,4075.84,4360.36,Released,4,1,2501,595,,,CR_HASH_129,CR_HASH_026,,2020-07-22,2020-07,271019210000,27,271019,False,,840.21,2234.61,3.21,4075.84,4360.36,,CR_HASH_026,Gas oils for diesel engines
2020-2801-7-10815-1,2020-2801-7-10815,2020,2801,King Fahd Causeway,IM,7,10815,40404,4/2/2020,3923301000,Plastic bottles for packaging,US,US,US,US,BH,BH,NMB,199.0,0.53,EXW,39.66,1.18,105.47,892.72,1014.79,Released,7,2,2801,430,,,CR_HASH_100,CR_HASH_004,,2020-04-02,2020-04,392330100000,39,392330,False,Import,39.66,105.47,1.18,892.72,1014.79,US,CR_HASH_004,Plastic bottles for packaging
2020-2801-2-10816-1,2020-2801-2-10816,2020,2801,King Fahd Causeway,EX,2,10816,26272,9/17/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,AE,AE,LTR,19978.0,0.53,FOB,3981.22,4.23,10588.34,17840.63,20233.73,Held,6,4,2801,202,,,CR_HASH_030,,CR_HASH_027,2020-09-17,2020-09,271019210000,27,271019,True,Re-export,3981.22,10588.34,4.23,17840.63,20233.73,AE,CR_HASH_027,Gas oils for diesel engines
2020-2501-5-10817-1,2020-2501-5-10817,2020,2501,Bahrain International Airport,IM,5,10817,68273,10/6/2020,8517120000,Cellular telephones,JP,JP,JP,JP,BH,BH,NMB,181.0,983.11,EXW,66906.53,4.48,177942.91,253.28,296.62,Released,6,6,2501,615,,,CR_HASH_185,CR_HASH_029,,2020-10-06,2020-10,851712000000,85,851712,False,Import,66906.53,177942.91,4.48,253.28,296.62,JP,CR_HASH_029,Cellular telephones
