item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr
2022-2701-6-10249-1,2022-2701-6-10249,2022,2701,Khalifa Bin Salman Port,EX,6,10249,21295,5/11/2022,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,96.0,0.57,CIF,20.57,1.99,54.72,297.27,338.23,Released,7,3,2701,682,,,CR_HASH_216,,CR_HASH_030
2022-2501-4-10250-1,2022-2501-4-10250,2022,2501,Bahrain International Airport,EX,4,10250,65053,5/26/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,CN,CN,KGM,4474.26,0.44,CIF,740.22,4.62,1968.67,4474.26,5038.41,Released,5,3,2501,957,,,CR_HASH_181,,CR_HASH_021
2022-2601-2-10251-1,2022-2601-2-10251,2022,2601,Dry Port - Hidd,IM,2,10251,34165,1/13/2022,9018390000,Medical syringes and needles,SA,SA,SA,SA,BH,BH,NMB,97.0,0.3,EXW,10.94,3.64,29.1,735.65,820.91,Released,3,9,2601,683,,,CR_HASH_230,CR_HASH_007,
2022-2501-7-10252-1,2022-2501-7-10252,2022,2501,Bahrain International Airport,IM,7,10252,54806,1/11/2022,9018390000,Medical syringes and needles,SA,SA,SA,SA,BH,BH,NMB,185.0,0.08,EXW,5.56,4.45,14.8,188.0,220.93,Held,8,4,2501,563,,,CR_HASH_110,CR_HASH_026,
2022-2601-8-10253-1,2022-2601-8-10253,2022,2601,Dry Port - Hidd,IM,8,10253,65802,5/15/2022,8703221000,Passenger cars 1000-1500cc,AE,AE,AE,AE,BH,BH,NMB,144.0,18176.92,CIF,984171.16,0.76,2617476.48,395.47,429.01,Released,1,8,2601,354,,,CR_HASH_026,CR_HASH_022,
2022-2601-4-10254-1,2022-2601-4-10254,2022,2601,Dry Port - Hidd,IM,4,10254,75453,11/11/2022,0102211000,"Live cattle, pure-bred breeding",AE,AE,AE,AE,BH,BH,NMB,132.0,1484.44,FOB,73675.73,3.01,195946.08,935.69,1112.2,Pending,9,5,2601,322,,,CR_HASH_107,CR_HASH_041,
2022-2501-2-10255-1,2022-2501-2-10255,2022,2501,Bahrain International Airport,IM,2,10255,42792,9/30/2022,8703221000,Passenger cars 1000-1500cc,AE,AE,AE,AE,BH,BH,NMB,198.0,11446.78,CIF,852189.88,2.02,2266462.44,377.97,399.16,Held,1,7,2501,728,,,CR_HASH_082,CR_HASH_044,
2022-2601-3-10256-1,2022-2601-3-10256,2022,2601,Dry Port - Hidd,IM,3,10256,27902,10/4/2022,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,164.0,0.58,EXW,35.77,0.59,95.12,1300.76,1518.43,Released,8,3,2601,505,,,CR_HASH_074,CR_HASH_046,
2022-2801-4-10257-1,2022-2801-4-10257,2022,2801,King Fahd Causeway,EX,4,10257,97007,6/22/2022,8471300000,Portable laptop computers,BH,BH,BH,BH,AE,AE,NMB,77.0,638.36,EXW,18481.8,2.51,49153.72,212.48,233.0,Released,8,5,2801,520,,,CR_HASH_072,,CR_HASH_039
2022-2601-5-10258-1,2022-2601-5-10258,2022,2601,Dry Port - Hidd,EX,5,10258,17306,5/30/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,JP,JP,NMB,87.0,12.75,EXW,417.08,3.03,1109.25,411.7,459.59,Released,7,2,2601,774,,,CR_HASH_085,,CR_HASH_035
2022-2701-3-10259-1,2022-2701-3-10259,2022,2701,Khalifa Bin Salman Port,IM,3,10259,30799,3/21/2022,8504400090,Static converters,CN,CN,US,US,BH,BH,NMB,158.0,139.64,EXW,8295.73,3.91,22063.12,801.88,857.51,Released,4,4,2701,867,,,CR_HASH_143,CR_HASH_041,
2022-2601-9-10260-1,2022-2601-9-10260,2022,2601,Dry Port - Hidd,EX,9,10260,71322,11/25/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,AE,AE,NMB,77.0,17897.46,FOB,518167.26,4.82,1378104.42,325.26,381.04,Released,6,7,2601,211,,,CR_HASH_001,,CR_HASH_030
2022-2501-9-10261-1,2022-2501-9-10261,2022,2501,Bahrain International Airport,IM,9,10261,85762,12/27/2022,1006301000,Long-grain milled rice,AE,AE,DE,DE,BH,BH,KGM,3801.32,1.07,CIF,1529.35,2.21,4067.41,3801.32,4288.38,Released,5,9,2501,488,,,CR_HASH_152,CR_HASH_043,
2022-2501-9-10262-1,2022-2501-9-10262,2022,2501,Bahrain International Airport,IM,9,10262,81578,9/5/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,76.0,632.82,FOB,18083.46,3.16,48094.32,131.7,152.21,Released,8,2,2501,307,,,CR_HASH_209,CR_HASH_015,
2022-2601-8-10263-1,2022-2601-8-10263,2022,2601,Dry Port - Hidd,IM,8,10263,31987,4/21/2022,8504400090,Static converters,US,US,US,US,BH,BH,NMB,109.0,224.9,EXW,9217.3,4.39,24514.1,446.97,536.21,Released,5,3,2601,409,,,CR_HASH_041,CR_HASH_006,
2022-2701-3-10264-1,2022-2701-3-10264,2022,2701,Khalifa Bin Salman Port,EX,3,10264,55353,2/23/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,AE,AE,NMB,8.0,1647.07,CIF,4954.39,1.33,13176.56,34.86,40.32,Pending,3,9,2701,388,,,CR_HASH_199,,CR_HASH_030
2022-2801-8-10265-1,2022-2801-8-10265,2022,2801,King Fahd Causeway,IM,8,10265,63830,10/24/2022,8471300000,Portable laptop computers,SA,SA,SA,SA,BH,BH,NMB,97.0,694.18,FOB,25318.13,4.19,67335.46,271.88,303.65,Released,3,7,2801,770,,,CR_HASH_071,CR_HASH_016,
2022-2501-1-10266-1,2022-2501-1-10266,2022,2501,Bahrain International Airport,EX,1,10266,53578,2/26/2022,8504400090,Static converters,BH,BH,BH,BH,JP,JP,NMB,125.0,118.37,EXW,5563.39,1.82,14796.25,813.17,901.45,Released,5,8,2501,154,,,CR_HASH_198,,CR_HASH_006
2022-2501-8-10267-1,2022-2501-8-10267,2022,2501,Bahrain International Airport,EX,8,10267,49448,4/30/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,JP,JP,KGM,317.55,1.5,EXW,179.1,1.09,476.33,317.55,378.74,Released,1,5,2501,987,,,CR_HASH_022,,CR_HASH_012
2022-2601-9-10268-1,2022-2601-9-10268,2022,2601,Dry Port - Hidd,IM,9,10268,11382,3/22/2022,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,1.0,61.5,EXW,23.12,3.21,61.5,5.42,5.96,Released,7,4,2601,428,,,CR_HASH_129,CR_HASH_031,
2022-2501-8-10269-1,2022-2501-8-10269,2022,2501,Bahrain International Airport,IM,8,10269,70518,5/9/2022,2710192100,Gas oils for diesel engines,US,US,AE,AE,BH,BH,LTR,19303.51,0.86,EXW,6241.98,1.35,16601.02,16642.15,19683.91,Released,2,1,2501,777,,,CR_HASH_167,CR_HASH_011,
2022-2701-6-10270-1,2022-2701-6-10270,2022,2701,Khalifa Bin Salman Port,IM,6,10270,74218,12/19/2022,8504400090,Static converters,IN,IN,IN,IN,BH,BH,NMB,83.0,159.58,CIF,4980.17,4.17,13245.14,542.33,612.92,Released,2,4,2701,146,,,CR_HASH_161,CR_HASH_014,
2022-2801-3-10271-1,2022-2801-3-10271,2022,2801,King Fahd Causeway,EX,3,10271,78581,9/3/2022,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,CN,CN,LTR,8092.01,0.52,CIF,1582.15,0.87,4207.85,6409.18,7026.94,Released,2,9,2801,474,,,CR_HASH_135,,CR_HASH_010
2022-2801-5-10272-1,2022-2801-5-10272,2022,2801,King Fahd Causeway,EX,5,10272,40568,9/4/2022,8471300000,Portable laptop computers,BH,BH,BH,BH,TH,TH,NMB,44.0,740.42,CIF,12249.51,1.08,32578.48,246.22,267.41,Pending,4,1,2801,617,,,CR_HASH_063,,CR_HASH_021
2022-2601-8-10273-1,2022-2601-8-10273,2022,2601,Dry Port - Hidd,EX,8,10273,35034,11/19/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,JP,JP,NMB,148.0,6.5,EXW,361.71,3.82,962.0,431.46,490.02,Released,1,2,2601,990,,,CR_HASH_074,,CR_HASH_015
2022-2701-5-10274-1,2022-2701-5-10274,2022,2701,Khalifa Bin Salman Port,IM,5,10274,66117,6/5/2022,8471300000,Portable laptop computers,DE,DE,DE,DE,BH,BH,NMB,37.0,211.46,CIF,2941.83,2.94,7824.02,124.34,131.28,Released,7,9,2701,480,,,CR_HASH_060,CR_HASH_030,
2022-2601-6-10275-1,2022-2601-6-10275,2022,2601,Dry Port - Hidd,EX,6,10275,15474,4/14/2022,8471300000,Portable laptop computers,BH,BH,BH,BH,CN,CN,NMB,97.0,42.95,CIF,1566.47,1.99,4166.15,466.13,537.28,Released,3,7,2601,833,,,CR_HASH_007,,CR_HASH_027
2022-2801-7-10276-1,2022-2801-7-10276,2022,2801,King Fahd Causeway,RE,7,10276,82161,6/10/2022,8504400090,Static converters,SA,SA,BH,BH,DE,DE,NMB,173.0,196.84,EXW,12804.05,2.64,34053.32,1166.5,1352.6,Pending,2,6,2801,609,,,CR_HASH_213,CR_HASH_021,
2022-2701-8-10277-1,2022-2701-8-10277,2022,2701,Khalifa Bin Salman Port,EX,8,10277,58978,7/7/2022,8517120000,Cellular telephones,BH,BH,BH,BH,DE,DE,NMB,86.0,1001.7,EXW,32390.97,4.58,86146.2,203.55,235.39,Released,6,6,2701,620,,,CR_HASH_026,,CR_HASH_038
2022-2501-7-10278-1,2022-2501-7-10278,2022,2501,Bahrain International Airport,EX,7,10278,87083,11/26/2022,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,44.0,0.61,EXW,10.09,0.91,26.84,91.69,98.87,Released,2,7,2501,282,,,CR_HASH_064,,CR_HASH_002
2022-2801-8-10279-1,2022-2801-8-10279,2022,2801,King Fahd Causeway,IM,8,10279,53301,4/2/2022,8504400090,Static converters,AE,AE,AE,AE,BH,BH,NMB,62.0,74.06,CIF,1726.49,1.75,4591.72,380.36,425.89,Released,9,3,2801,248,,,CR_HASH_093,CR_HASH_017,
2022-2801-5-10280-1,2022-2801-5-10280,2022,2801,King Fahd Causeway,IM,5,10280,69011,2/25/2022,2710192100,Gas oils for diesel engines,IN,IN,IN,IN,BH,BH,LTR,2223.61,0.52,EXW,434.76,4.83,1156.28,1817.57,2088.95,Released,7,6,2801,835,,,CR_HASH_073,CR_HASH_031,
2022-2801-4-10281-1,2022-2801-4-10281,2022,2801,King Fahd Causeway,EX,4,10281,35184,6/21/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,DE,DE,KGM,3551.85,0.49,EXW,654.39,1.52,1740.41,3551.85,3774.72,Released,5,7,2801,934,,,CR_HASH_123,,CR_HASH_041
2022-2801-5-10282-1,2022-2801-5-10282,2022,2801,King Fahd Causeway,IM,5,10282,68777,3/13/2022,8517120000,Cellular telephones,US,US,US,US,BH,BH,NMB,185.0,867.96,FOB,60375.3,4.0,160572.6,305.51,346.56,Released,6,4,2801,113,,,CR_HASH_087,CR_HASH_006,
2022-2501-1-10283-1,2022-2501-1-10283,2022,2501,Bahrain International Airport,IM,1,10283,33007,4/10/2022,0102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,42.0,1331.06,EXW,21020.1,3.05,55904.52,230.82,264.16,Held,2,8,2501,607,,,CR_HASH_154,CR_HASH_046,
2022-2501-7-10284-1,2022-2501-7-10284,2022,2501,Bahrain International Airport,IM,7,10284,58450,3/22/2022,1006301000,Long-grain milled rice,SA,SA,IN,IN,BH,BH,KGM,2012.27,0.87,FOB,658.25,3.75,1750.67,2012.27,2302.36,Released,4,5,2501,357,,,CR_HASH_192,CR_HASH_006,
2022-2501-3-10285-1,2022-2501-3-10285,2022,2501,Bahrain International Airport,IM,3,10285,74120,4/9/2022,9018390000,Medical syringes and needles,AE,AE,AE,AE,BH,BH,NMB,187.0,0.33,EXW,23.2,0.68,61.71,752.93,823.36,Released,8,4,2501,354,,,CR_HASH_020,CR_HASH_022,
2022-2701-8-10286-1,2022-2701-8-10286,2022,2701,Khalifa Bin Salman Port,RE,8,10286,16592,5/11/2022,6109100000,Cotton t-shirts,AE,AE,BH,BH,IN,IN,NMB,103.0,49.55,CIF,1918.97,2.41,5103.65,617.22,713.39,Released,3,9,2701,429,,,CR_HASH_129,CR_HASH_012,
2022-2601-4-10287-1,2022-2601-4-10287,2022,2601,Dry Port - Hidd,IM,4,10287,70831,11/5/2022,6109100000,Cotton t-shirts,SA,SA,SA,SA,BH,BH,NMB,53.0,12.46,CIF,248.3,4.77,660.38,213.31,224.88,Released,5,3,2601,349,,,CR_HASH_055,CR_HASH_044,
2022-2501-3-10288-1,2022-2501-3-10288,2022,2501,Bahrain International Airport,IM,3,10288,28614,7/25/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,124.0,613.75,CIF,28615.48,4.79,76105.0,173.49,208.16,Released,1,8,2501,476,,,CR_HASH_160,CR_HASH_021,
2022-2701-5-10289-1,2022-2701-5-10289,2022,2701,Khalifa Bin Salman Port,RE,5,10289,47940,5/11/2022,3923301000,Plastic bottles for packaging,CN,CN,BH,BH,IN,IN,NMB,94.0,0.42,CIF,14.84,1.14,39.48,742.76,874.53,Held,6,5,2701,563,,,CR_HASH_207,CR_HASH_046,
2022-2701-8-10290-1,2022-2701-8-10290,2022,2701,Khalifa Bin Salman Port,IM,8,10290,73437,9/17/2022,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,190.0,0.32,CIF,22.86,2.18,60.8,299.27,350.61,Released,5,7,2701,187,,,CR_HASH_155,CR_HASH_038,
2022-2601-8-10291-1,2022-2601-8-10291,2022,2601,Dry Port - Hidd,IM,8,10291,56682,10/24/2022,8703221000,Passenger cars 1000-1500cc,US,US,US,US,BH,BH,NMB,109.0,21397.7,EXW,876963.34,3.47,2332349.3,378.16,414.36,Released,7,4,2601,539,,,CR_HASH_097,CR_HASH_020,
2022-2801-8-10292-1,2022-2801-8-10292,2022,2801,King Fahd Causeway,IM,8,10292,68688,3/21/2022,8517120000,Cellular telephones,AE,AE,AE,AE,BH,BH,NMB,69.0,1115.24,FOB,28933.79,3.14,76951.56,463.33,496.15,Released,5,7,2801,132,,,CR_HASH_024,CR_HASH_045,
2022-2601-1-10293-1,2022-2601-1-10293,2022,2601,Dry Port - Hidd,IM,1,10293,64746,8/10/2022,0102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,90.0,1903.47,EXW,64413.42,4.47,171312.3,170.32,183.71,Released,3,2,2601,768,,,CR_HASH_086,CR_HASH_016,
2022-2801-8-10294-1,2022-2801-8-10294,2022,2801,King Fahd Causeway,RE,8,10294,99016,2/3/2022,9018390000,Medical syringes and needles,JP,JP,BH,BH,JP,JP,NMB,59.0,0.24,CIF,5.32,0.98,14.16,60.01,68.35,Pending,1,4,2801,404,,,CR_HASH_179,CR_HASH_010,
2022-2701-2-10295-1,2022-2701-2-10295,2022,2701,Khalifa Bin Salman Port,IM,2,10295,66616,4/26/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,139.0,401.23,EXW,20969.88,1.15,55770.97,234.39,261.3,Pending,5,7,2701,277,,,CR_HASH_018,CR_HASH_008,
2022-2501-6-10296-1,2022-2501-6-10296,2022,2501,Bahrain International Airport,IM,6,10296,31080,7/31/2022,0102211000,"Live cattle, pure-bred breeding",SA,SA,SA,SA,BH,BH,NMB,181.0,103.7,CIF,7057.41,0.82,18769.7,689.18,783.73,Released,4,2,2501,220,,,CR_HASH_014,CR_HASH_011,
2022-2501-9-10297-1,2022-2501-9-10297,2022,2501,Bahrain International Airport,IM,9,10297,18570,6/20/2022,1006301000,Long-grain milled rice,US,US,US,US,BH,BH,KGM,4900.15,0.87,EXW,1602.94,2.03,4263.13,4900.15,5155.54,Released,2,2,2501,680,,,CR_HASH_249,CR_HASH_033,
2022-2601-4-10298-1,2022-2601-4-10298,2022,2601,Dry Port - Hidd,IM,4,10298,35757,9/19/2022,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,170.0,0.27,CIF,17.26,1.28,45.9,279.39,300.13,Released,9,5,2601,138,,,CR_HASH_061,CR_HASH_030,
2022-2701-3-10299-1,2022-2701-3-10299,2022,2701,Khalifa Bin Salman Port,IM,3,10299,91212,6/5/2022,8703221000,Passenger cars 1000-1500cc,SA,SA,SA,SA,BH,BH,NMB,130.0,14055.43,EXW,687029.42,4.76,1827205.9,253.55,278.2,Released,4,6,2701,727,,,CR_HASH_063,CR_HASH_021,
